id,client_id,start_time,end_time
3c595a8e-5803-4c56-95d1-d7725fbc455c,5874a4fc-d96c-426f-8ae8-c7dfa5b60c3e,2016-03-01 16:30:00 +0000,2016-03-01 17:15:00 +0000
d613bc13-0f8d-4cb9-aea0-ad5200b873fc,aa1b3e64-8379-4e64-8b1f-d9f542058a44,2016-03-02 10:30:00 +0000,2016-03-02 10:40:00 +0000
8d206383-2cd0-4b57-a133-56711866d78d,de383a04-ba82-4441-87be-7bf9b81fe92d,2016-03-02 15:00:00 +0000,2016-03-02 15:30:00 +0000
9c4461d8-b27c-4382-9f6e-330d5fbada42,a2c709ef-82a5-4d94-8bc7-138619ca5deb,2016-03-06 14:00:00 +0000,2016-03-06 15:00:00 +0000
ac6032ba-8e0f-4f66-acd2-a06d0bc874ec,549b0574-ae7d-441b-8c67-bc2f98cc753a,2016-03-06 15:00:00 +0000,2016-03-06 18:00:00 +0000
72f5d4fd-8a75-4fd6-95b8-b797c8467aaf,9df98732-1696-45d4-b055-672909bf295c,2016-03-08 09:00:00 +0000,2016-03-08 09:10:00 +0000
39861ab7-2874-4527-bcb1-b4b31960e376,dce75599-0164-49da-b266-74026ea078d4,2016-03-10 15:15:00 +0000,2016-03-10 18:15:00 +0000
0aa74fd1-a826-430b-b837-110b44800592,007a2d25-acb0-461d-bb79-ed45750587b5,2016-03-11 17:45:00 +0000,2016-03-11 18:15:00 +0000
39911c4e-3081-4a74-8f64-d250122e41ee,773bac3b-43da-46c7-8117-8d19142e68f7,2016-03-12 17:30:00 +0000,2016-03-12 18:00:00 +0000
07a77659-21b9-4eda-9f4e-54ea8b14f084,de8551cb-cb32-401c-923d-d2f119c1c7ca,2016-03-16 16:30:00 +0000,2016-03-16 19:30:00 +0000
4afc90d1-4751-4842-bba3-9af64a708f10,6fbd3276-6240-4180-8905-8f4287fded83,2016-03-20 14:45:00 +0000,2016-03-20 17:45:00 +0000
2878e8b1-23bf-4225-abaa-db4f06bdee61,78afc583-c1ea-472b-b24d-4316e74d071d,2016-03-21 10:00:00 +0000,2016-03-21 10:20:00 +0000
82e01293-d9a4-413d-9da7-b67b4df7d878,52edc4cd-ecf1-4c29-b0cd-064f66426d69,2016-03-27 10:00:00 +0100,2016-03-27 10:10:00 +0100
db9cc646-0fbd-4d2b-bf0f-2b7f6e4c358d,0d64d654-e493-4165-830a-098030e9a5ce,2016-03-28 09:00:00 +0100,2016-03-28 12:00:00 +0100
4953a1fb-6915-4712-a4a6-1cfafe9ca328,e78bdec6-8c8e-42e8-8e0b-f3f9657f4181,2016-03-28 12:45:00 +0100,2016-03-28 13:45:00 +0100
ad1d2c3f-5cf6-457c-a021-bbdc830b552a,5d050bb8-5ca1-465a-afa7-a636a91075e7,2016-04-05 11:30:00 +0100,2016-04-05 14:30:00 +0100
6bbc0c40-b1bf-4036-bf1b-880443a08ab1,4af9418c-ccd5-4c84-b3b2-ead29e3b549c,2016-04-07 11:15:00 +0100,2016-04-07 14:15:00 +0100
2a835afd-f536-45db-bb09-9c7c51e6b28f,52edc4cd-ecf1-4c29-b0cd-064f66426d69,2016-04-11 12:00:00 +0100,2016-04-11 13:00:00 +0100
89a1d4cd-7be6-4aab-9fc7-8841635dfa91,88341059-ecaa-44cc-912e-669a4fbbd63e,2016-04-12 09:00:00 +0100,2016-04-12 09:45:00 +0100
0dccc157-a204-488b-920d-5f331a120357,21145506-548b-472c-bcac-8672f940e5bd,2016-04-14 11:30:00 +0100,2016-04-14 12:15:00 +0100
ec204d75-ff43-47e5-b5d5-f26d88958be9,78afc583-c1ea-472b-b24d-4316e74d071d,2016-04-20 16:15:00 +0100,2016-04-20 17:15:00 +0100
567f8779-29b7-4abf-b945-a616fff43277,9bcb8313-24b8-4e1f-8abf-47cd05e93b06,2016-04-23 11:30:00 +0100,2016-04-23 12:30:00 +0100
68402911-0fc4-4e15-bfcf-dd1194e6fcaa,101366e7-9d33-4c36-ad01-173b2d061b1f,2016-04-23 15:15:00 +0100,2016-04-23 15:35:00 +0100
bbf4c462-bbad-4a98-aa08-71d9e5dcdb75,64ae7be5-1a3f-4b98-9392-99993c9821a7,2016-04-24 10:15:00 +0100,2016-04-24 10:25:00 +0100
1b2bd429-b921-4d75-8095-0679b3177991,52edc4cd-ecf1-4c29-b0cd-064f66426d69,2016-04-26 09:30:00 +0100,2016-04-26 09:40:00 +0100
0c672f55-0988-4d04-9f86-a287d9d57d01,78afc583-c1ea-472b-b24d-4316e74d071d,2016-04-28 13:00:00 +0100,2016-04-28 14:00:00 +0100
36ed1fc8-aa9e-4f14-99ba-6ebc52149755,912de751-87d1-4178-af5a-1ecc4c5d6fe4,2016-04-29 12:45:00 +0100,2016-04-29 13:15:00 +0100
47835f0a-a063-4c7f-abe2-4e018b6f2d80,da076851-9b11-46dc-8da0-1da71bf7d909,2016-05-02 16:00:00 +0100,2016-05-02 16:45:00 +0100
98eab02e-fad1-4b54-9e19-c3606807eb98,d8ce4221-b01b-43a0-bd94-e3b9aa58d039,2016-05-06 15:15:00 +0100,2016-05-06 16:00:00 +0100
20ae6bb1-0ab7-4813-85e3-8148affd041f,20b469e2-c9f7-49f3-bd3a-e79fe8180d8a,2016-05-07 11:30:00 +0100,2016-05-07 12:15:00 +0100
a1bac586-37fa-4c03-85e9-71de617262a5,18e928f0-dfe6-4609-9a8b-072de89bc3cb,2016-05-07 12:45:00 +0100,2016-05-07 13:45:00 +0100
42692c70-ba06-42d1-ad80-f8028726f255,271c2bb5-689f-4a00-a552-83605affe02b,2016-05-12 15:00:00 +0100,2016-05-12 15:45:00 +0100
1f0f9cc3-4c6b-4aa2-a73e-b6b78f5c7a5f,e318192c-e6c7-4b38-bc83-591f54f6d5ab,2016-05-13 09:15:00 +0100,2016-05-13 12:15:00 +0100
dabff98f-f1a7-4a6f-ac46-f34502b04540,20b469e2-c9f7-49f3-bd3a-e79fe8180d8a,2016-05-15 09:45:00 +0100,2016-05-15 10:30:00 +0100
33152bd0-b3c3-48bb-b6de-406e5e6c6066,b10231f8-d7a2-4486-a4e9-f55bf80e27fe,2016-05-20 10:45:00 +0100,2016-05-20 10:55:00 +0100
a1e6f7c9-1a7c-4f9e-a24b-253aef326e69,1f0bf5b2-9e9e-4f8d-b07a-ec330e1ad2cb,2016-05-24 11:15:00 +0100,2016-05-24 11:25:00 +0100
77bac4b3-e938-401a-bed0-696f1d0490bb,549b0574-ae7d-441b-8c67-bc2f98cc753a,2016-05-28 11:30:00 +0100,2016-05-28 12:30:00 +0100
ccd3410f-b8b7-4c06-97c6-f0f9d5183e03,4e2d21e8-180c-4ea9-8384-0b17b4673473,2016-05-30 13:45:00 +0100,2016-05-30 16:45:00 +0100
3d9d8476-5fb6-411a-8db6-0657c1f7077d,aa1b3e64-8379-4e64-8b1f-d9f542058a44,2016-06-03 13:30:00 +0100,2016-06-03 13:40:00 +0100
b9b29e37-9136-481c-81ce-d883e5b15012,4f147eda-3805-4cc7-a9aa-a1163ac547b0,2016-06-04 13:30:00 +0100,2016-06-04 14:30:00 +0100
a89db7e7-93ba-4dca-bb82-9089959b9f1c,379eac1e-1c79-4478-b83e-17a726d154a7,2016-06-05 09:15:00 +0100,2016-06-05 09:25:00 +0100
d4c22708-ce71-40a2-88a4-c305d21aa408,de383a04-ba82-4441-87be-7bf9b81fe92d,2016-06-07 16:15:00 +0100,2016-06-07 16:45:00 +0100
a84d1981-142a-46de-88e2-569ec5201add,1da8210b-43a7-4649-9311-31aa93505355,2016-06-08 12:00:00 +0100,2016-06-08 13:00:00 +0100
62d6956d-1c7d-447b-8d3d-94745caac7af,5874a4fc-d96c-426f-8ae8-c7dfa5b60c3e,2016-06-10 16:30:00 +0100,2016-06-10 19:30:00 +0100
3941b8eb-dea3-44f8-aa41-a2370b1fe1db,0af7c9e3-99a1-4d1b-ad92-d8554b3a4241,2016-06-11 12:00:00 +0100,2016-06-11 13:00:00 +0100
78c9261b-860f-4edd-9882-2409b0017b17,1b367dbb-8671-435f-a38f-afd71483ee30,2016-06-13 12:30:00 +0100,2016-06-13 13:00:00 +0100
7525e4a4-dce3-4379-be27-89a8b99c2c9a,d7fad868-7517-4a1b-a234-e2450ca65ec4,2016-06-17 09:15:00 +0100,2016-06-17 10:00:00 +0100
0024fde7-1d34-4573-b3c4-28627117cbd4,5d050bb8-5ca1-465a-afa7-a636a91075e7,2016-06-19 13:00:00 +0100,2016-06-19 13:20:00 +0100
2407d7de-e0ea-4f04-ad63-46fad236c8eb,20b469e2-c9f7-49f3-bd3a-e79fe8180d8a,2016-06-20 10:30:00 +0100,2016-06-20 10:40:00 +0100
19c38228-ce69-45b5-9557-0c4b16e993c5,e78bdec6-8c8e-42e8-8e0b-f3f9657f4181,2016-06-20 16:15:00 +0100,2016-06-20 19:15:00 +0100
d3749667-7394-4309-a1a9-cd51f1bcf3a4,65b27e1c-d8be-4a35-be9f-89af57356e2c,2016-06-25 11:45:00 +0100,2016-06-25 11:55:00 +0100
9bdc5be9-3d69-4044-92c7-2717d4c626b7,9a8ff94c-7c48-4dad-91d4-3531ff109cf2,2016-07-06 16:15:00 +0100,2016-07-06 17:00:00 +0100
2bcadf7e-aed9-4418-b477-6405ce00d54d,6cc17b57-478f-4b1d-adcf-437af488fe7f,2016-07-18 11:45:00 +0100,2016-07-18 12:45:00 +0100
31df448a-53c1-4899-9743-8c15811e713b,dce75599-0164-49da-b266-74026ea078d4,2016-07-20 13:45:00 +0100,2016-07-20 13:55:00 +0100
6c05cf0d-0038-4ccf-9cc9-7a997f16baf9,271c2bb5-689f-4a00-a552-83605affe02b,2016-07-26 15:45:00 +0100,2016-07-26 16:05:00 +0100
9cd3a023-36fb-4d2f-880a-f223a96423e3,4e2d21e8-180c-4ea9-8384-0b17b4673473,2016-07-28 14:30:00 +0100,2016-07-28 17:30:00 +0100
988a7943-00aa-43bf-8a58-319309c995ef,78afc583-c1ea-472b-b24d-4316e74d071d,2016-07-29 15:00:00 +0100,2016-07-29 18:00:00 +0100
fdd6cc4c-eeea-4805-a5b4-5191a420ab49,9707e334-5949-4b8f-af5b-e1e8e8afdb94,2016-07-29 16:45:00 +0100,2016-07-29 16:55:00 +0100
e486bf2f-64e7-47b6-a61c-4ff7048552a2,de383a04-ba82-4441-87be-7bf9b81fe92d,2016-07-30 17:45:00 +0100,2016-07-30 18:45:00 +0100
e42389b4-ed0c-496c-bc00-88168507248f,4af9418c-ccd5-4c84-b3b2-ead29e3b549c,2016-07-31 13:00:00 +0100,2016-07-31 13:10:00 +0100
7bf31254-59bd-495a-9e14-6e6a36917fac,64ae7be5-1a3f-4b98-9392-99993c9821a7,2016-08-04 09:30:00 +0100,2016-08-04 09:40:00 +0100
a2e0ea6b-0e0c-46c5-9a0e-daf5c8ad1c49,912de751-87d1-4178-af5a-1ecc4c5d6fe4,2016-08-08 16:00:00 +0100,2016-08-08 16:10:00 +0100
453527f0-8543-40b6-a069-7d3c0e5c1758,9a8ff94c-7c48-4dad-91d4-3531ff109cf2,2016-08-10 09:30:00 +0100,2016-08-10 10:30:00 +0100
bb230831-e02e-4ad3-9131-7b930fcf2e6e,1f0bf5b2-9e9e-4f8d-b07a-ec330e1ad2cb,2016-08-11 16:45:00 +0100,2016-08-11 17:05:00 +0100
8094a3e0-c885-425f-823a-1c3e0fceda16,7a31856b-0c7a-4234-b4a0-fe5201fcf050,2016-08-15 13:30:00 +0100,2016-08-15 14:30:00 +0100
73de4207-0141-484b-96ff-4ca62b84307d,0296c403-c298-4ccd-acd6-422cf9d27728,2016-08-17 11:45:00 +0100,2016-08-17 14:45:00 +0100
8a6e543b-5d95-4a69-bdd5-048ffbffabc5,b10231f8-d7a2-4486-a4e9-f55bf80e27fe,2016-08-18 13:15:00 +0100,2016-08-18 13:25:00 +0100
6de33aec-d36c-4f53-8700-a15b6c5ba8ef,f5726b2a-9962-451b-b7eb-c0adefdb0fb5,2016-08-18 15:45:00 +0100,2016-08-18 16:45:00 +0100
63df7847-ca5c-4ae6-8b96-0dd4c762b7b8,9a8ff94c-7c48-4dad-91d4-3531ff109cf2,2016-08-19 12:30:00 +0100,2016-08-19 13:00:00 +0100
5018f590-0c16-4823-bcd6-573614eed6d8,1a9ac431-f772-4e4d-8bcd-fba0fbaaccdf,2016-08-19 12:30:00 +0100,2016-08-19 13:30:00 +0100
f046bcf2-9a5b-4f1b-8a51-13d6a517e325,dce75599-0164-49da-b266-74026ea078d4,2016-08-22 12:00:00 +0100,2016-08-22 13:00:00 +0100
b02fc2fe-3c44-4b60-b629-7efa6549087e,da076851-9b11-46dc-8da0-1da71bf7d909,2016-08-28 17:15:00 +0100,2016-08-28 17:25:00 +0100
97a25897-1eb6-43e2-b4cc-4102dbc75ba3,379eac1e-1c79-4478-b83e-17a726d154a7,2016-08-29 09:15:00 +0100,2016-08-29 10:15:00 +0100
ed5be303-7e50-41f4-88b3-7f5d3f23a18c,18e928f0-dfe6-4609-9a8b-072de89bc3cb,2016-08-29 16:30:00 +0100,2016-08-29 19:30:00 +0100
1b1630ce-5b62-4fd6-a7c6-9b7458025d32,21145506-548b-472c-bcac-8672f940e5bd,2016-08-30 16:00:00 +0100,2016-08-30 19:00:00 +0100
81636e14-4431-47de-9e6f-7659983e4ff7,263f67fa-ce8f-447b-98cf-317656542216,2016-08-30 17:00:00 +0100,2016-08-30 17:10:00 +0100
e7450ec0-5b52-4c72-afc8-9b11381e4421,a928261d-9e66-48fa-b066-c61fff2dd3e6,2016-08-31 11:15:00 +0100,2016-08-31 11:45:00 +0100
e30dd578-ea5f-4618-bca1-c3950e2e22d0,263f67fa-ce8f-447b-98cf-317656542216,2016-09-06 10:30:00 +0100,2016-09-06 10:40:00 +0100
045e2eec-bdf9-457d-ab7e-63e34098721c,1163f823-3849-4294-8a7c-66a556f5122c,2016-09-08 13:45:00 +0100,2016-09-08 13:55:00 +0100
a6686895-729d-4ea3-ab66-a86d13e7dae6,b04e3ac9-c9f0-420a-9c4d-34bd41a46e36,2016-09-10 15:15:00 +0100,2016-09-10 16:00:00 +0100
6f7c11ab-4705-4e2b-b32c-94df3ba97d65,104fdf33-c8a2-4f1c-b371-3e9c2facdfa0,2016-09-11 12:45:00 +0100,2016-09-11 12:55:00 +0100
3ed8313b-cd34-4a8c-8d4e-71c61bed7962,8c4ee803-4c54-4087-a17f-9c53041d35c9,2016-09-13 17:15:00 +0100,2016-09-13 17:25:00 +0100
11dd5425-85b8-4e46-8bea-adcafa78d619,d0195d5b-b4c6-43fc-a204-0f23e4da121f,2016-09-18 14:00:00 +0100,2016-09-18 14:30:00 +0100
3c550776-e39b-482c-a654-d16d08e6b937,e318192c-e6c7-4b38-bc83-591f54f6d5ab,2016-09-24 11:45:00 +0100,2016-09-24 12:15:00 +0100
4de6ca39-53f3-4c4d-99fc-dd3fbb094aa1,da076851-9b11-46dc-8da0-1da71bf7d909,2016-09-25 16:00:00 +0100,2016-09-25 17:00:00 +0100
ad2656d8-0509-4664-9b67-4005b9c6865b,1f0bf5b2-9e9e-4f8d-b07a-ec330e1ad2cb,2016-10-06 13:30:00 +0100,2016-10-06 16:30:00 +0100
02a1a8e2-ec37-47c0-a095-c50dd1f29de7,690133c1-785c-49b1-8c59-4416a8545260,2016-10-12 14:30:00 +0100,2016-10-12 15:15:00 +0100
f52e9dd0-bfd6-43f1-82e2-94ef42dc314d,6907ef58-5db5-4cd0-b740-ea166093bcab,2016-10-13 13:30:00 +0100,2016-10-13 13:40:00 +0100
76ab4b6f-5a4a-4a02-85a4-4d604258b60a,1f0bf5b2-9e9e-4f8d-b07a-ec330e1ad2cb,2016-10-16 16:45:00 +0100,2016-10-16 16:55:00 +0100
b05ea150-b271-4594-a118-702ca4733bea,271c2bb5-689f-4a00-a552-83605affe02b,2016-10-17 12:30:00 +0100,2016-10-17 13:00:00 +0100
211e4b8e-128a-430b-a2d3-0cf72d7c12d3,96d8e298-983a-4232-b0fd-57535eead76a,2016-10-17 16:45:00 +0100,2016-10-17 16:55:00 +0100
132bd839-14c1-4764-a20c-cc9216eee7e6,5d050bb8-5ca1-465a-afa7-a636a91075e7,2016-10-19 15:30:00 +0100,2016-10-19 16:00:00 +0100
daf3f239-5c0e-4ed0-b680-e020fe47f608,a1fa2efb-1bf3-4d8b-a2c8-154ab7899f32,2016-10-20 13:00:00 +0100,2016-10-20 14:00:00 +0100
f701307c-c65e-43e8-9d95-4ad634e5581f,549b0574-ae7d-441b-8c67-bc2f98cc753a,2016-10-24 16:45:00 +0100,2016-10-24 17:30:00 +0100
b92fa3fc-ffc1-47f1-91b4-a26121fdb692,78afc583-c1ea-472b-b24d-4316e74d071d,2016-10-28 09:30:00 +0100,2016-10-28 10:15:00 +0100
2a76c4e4-1114-42c5-805f-b602954588ac,08ced56c-f223-4f41-b5dc-76eb6fa15b93,2016-11-02 11:30:00 +0000,2016-11-02 12:30:00 +0000
d43ad8cc-a57f-41bc-a99e-4ca139acbf74,65b27e1c-d8be-4a35-be9f-89af57356e2c,2016-11-03 11:45:00 +0000,2016-11-03 12:30:00 +0000
6214f896-c9a1-49a2-aa47-907c35b85f34,db453d54-d7ef-4cc3-b342-52b80fa0936a,2016-11-04 14:45:00 +0000,2016-11-04 15:15:00 +0000
e828e070-f574-429a-8137-fac79f14a6e2,b10231f8-d7a2-4486-a4e9-f55bf80e27fe,2016-11-09 13:30:00 +0000,2016-11-09 14:00:00 +0000
537fbe5e-9695-405e-bade-eb7fa4464440,b10231f8-d7a2-4486-a4e9-f55bf80e27fe,2016-11-09 16:45:00 +0000,2016-11-09 19:45:00 +0000
667ff36d-4d01-4e4a-b451-9a51f43e2876,101366e7-9d33-4c36-ad01-173b2d061b1f,2016-11-17 10:30:00 +0000,2016-11-17 11:30:00 +0000
ec63698f-df31-47e5-8918-e31a1d374bfe,101366e7-9d33-4c36-ad01-173b2d061b1f,2016-11-20 17:45:00 +0000,2016-11-20 20:45:00 +0000
c3df8753-ec58-4f95-9955-bee2461fee2d,b04e3ac9-c9f0-420a-9c4d-34bd41a46e36,2016-11-21 12:45:00 +0000,2016-11-21 13:15:00 +0000
ab556557-832e-42b1-b2a4-e437e612c804,271c2bb5-689f-4a00-a552-83605affe02b,2016-11-21 13:45:00 +0000,2016-11-21 14:05:00 +0000
eea9f177-b400-443d-80d9-6617e495b1f8,5d050bb8-5ca1-465a-afa7-a636a91075e7,2016-11-22 09:15:00 +0000,2016-11-22 10:15:00 +0000
050affde-d138-4ddf-a664-162193d8a959,f5726b2a-9962-451b-b7eb-c0adefdb0fb5,2016-11-23 09:30:00 +0000,2016-11-23 10:00:00 +0000
b5e5b581-8b58-4431-ad4c-29464a678b0e,1a9ac431-f772-4e4d-8bcd-fba0fbaaccdf,2016-11-24 12:45:00 +0000,2016-11-24 12:55:00 +0000
1b0d7be5-7ca6-463b-9189-21393f5d457f,2f16fb54-3113-4bca-83c0-6bdefd612520,2016-11-25 17:45:00 +0000,2016-11-25 18:05:00 +0000
3792ec37-28a0-407c-b269-65ad7c0bb5c5,1bc997d9-d608-4548-a5fd-d628c309315e,2016-11-27 13:30:00 +0000,2016-11-27 13:50:00 +0000
baa35b96-fcd3-4de0-a0ec-bf529c3f9868,110f2a57-9e65-47eb-934b-ee74c0451546,2016-11-28 11:15:00 +0000,2016-11-28 14:15:00 +0000
7dd5ddf3-c2b7-4934-882a-016abc3fb37a,936a1aba-a8b2-4d3e-9872-06ff2fec8ab0,2016-11-30 11:15:00 +0000,2016-11-30 11:45:00 +0000
3e242e33-2bc2-45c8-9153-80f778d7932b,08ced56c-f223-4f41-b5dc-76eb6fa15b93,2016-12-04 14:15:00 +0000,2016-12-04 15:00:00 +0000
41bfebf5-8693-4541-a1d1-a8db64f22f02,96d8e298-983a-4232-b0fd-57535eead76a,2016-12-05 12:30:00 +0000,2016-12-05 13:30:00 +0000
0908e3f5-2b99-4a56-b589-0cbbb7750160,6907ef58-5db5-4cd0-b740-ea166093bcab,2016-12-06 11:45:00 +0000,2016-12-06 11:55:00 +0000
ba2055a4-d3e9-4e97-8254-0fd47568f79d,dce75599-0164-49da-b266-74026ea078d4,2016-12-07 16:00:00 +0000,2016-12-07 16:10:00 +0000
914d44aa-a1fc-41b6-94cb-680d2ecf23a5,6db46ac7-105f-415f-91e3-bf1f7fdc2b19,2016-12-08 13:00:00 +0000,2016-12-08 13:20:00 +0000
631426dc-5679-4d29-87ee-c8bc3168d6c3,de65f69e-4dd3-4b15-8377-28a75647daad,2016-12-08 14:30:00 +0000,2016-12-08 15:15:00 +0000
2a3dce95-5516-4725-8f9f-dc439a7664aa,4af9418c-ccd5-4c84-b3b2-ead29e3b549c,2016-12-11 13:45:00 +0000,2016-12-11 14:30:00 +0000
41e391f7-28b0-4f39-9ecf-2730e1db2f8d,a928261d-9e66-48fa-b066-c61fff2dd3e6,2016-12-12 14:45:00 +0000,2016-12-12 17:45:00 +0000
68133587-ece7-4491-9764-c46a616db09e,d94ad66f-f1d1-46ad-aaaf-423965dba2fa,2016-12-13 11:15:00 +0000,2016-12-13 11:25:00 +0000
541ed368-131f-4a44-97a6-b7dc628ac601,9a8ff94c-7c48-4dad-91d4-3531ff109cf2,2016-12-15 09:45:00 +0000,2016-12-15 10:05:00 +0000
4fc8cf8e-2462-4c21-bcf2-abee68b7fc88,de65f69e-4dd3-4b15-8377-28a75647daad,2016-12-17 12:30:00 +0000,2016-12-17 13:15:00 +0000
53f266de-42f2-44c9-a57d-75752b81eee6,de383a04-ba82-4441-87be-7bf9b81fe92d,2016-12-18 15:15:00 +0000,2016-12-18 18:15:00 +0000
873bb92f-25dd-4dcd-a9d7-9344abce623a,2233143b-5d8c-4c47-9803-4ca3d33cb314,2016-12-21 09:00:00 +0000,2016-12-21 10:00:00 +0000
9a0f7ff8-b9ce-4683-a003-f43c23e6ac61,1bc997d9-d608-4548-a5fd-d628c309315e,2016-12-21 13:00:00 +0000,2016-12-21 13:45:00 +0000
e5d0efe9-2b66-48c2-b20a-c2cb5c5522c2,271c2bb5-689f-4a00-a552-83605affe02b,2016-12-26 17:00:00 +0000,2016-12-26 17:45:00 +0000
8dff2f2b-4e86-458f-be84-ede26685cf3d,007a2d25-acb0-461d-bb79-ed45750587b5,2016-12-28 10:45:00 +0000,2016-12-28 10:55:00 +0000
4c859c1f-712c-4010-9f28-4c1d5c62906e,271c2bb5-689f-4a00-a552-83605affe02b,2017-01-03 12:45:00 +0000,2017-01-03 13:30:00 +0000
e3f6cfd4-b70b-47fb-86f3-5280dfc8abfe,e0779fa6-7635-4df6-b906-d0d665ce5044,2017-01-04 14:15:00 +0000,2017-01-04 15:00:00 +0000
9421eaee-0c6c-483c-8f33-33e68fb11cbc,e6ff36d4-3607-4ef5-9ce8-54442b303e80,2017-01-05 15:45:00 +0000,2017-01-05 16:30:00 +0000
e2ec2446-6769-4d62-a3b9-d500ea90d8c1,a2c709ef-82a5-4d94-8bc7-138619ca5deb,2017-01-05 16:00:00 +0000,2017-01-05 19:00:00 +0000
fb04de1d-d5b9-429f-8d2a-70392e16e29c,9a8ff94c-7c48-4dad-91d4-3531ff109cf2,2017-01-06 11:15:00 +0000,2017-01-06 11:25:00 +0000
91c97e40-da58-4948-97bd-d170bced530c,aa1b3e64-8379-4e64-8b1f-d9f542058a44,2017-01-07 14:15:00 +0000,2017-01-07 14:35:00 +0000
076c845b-7424-41e4-bd03-bce874e57c45,4f147eda-3805-4cc7-a9aa-a1163ac547b0,2017-01-08 16:00:00 +0000,2017-01-08 16:10:00 +0000
6c5b4a26-1cd6-4cbd-83f7-0128884a86e5,e6ff36d4-3607-4ef5-9ce8-54442b303e80,2017-01-09 15:15:00 +0000,2017-01-09 16:00:00 +0000
51cc1514-b417-4f76-913d-d4381907d973,78afc583-c1ea-472b-b24d-4316e74d071d,2017-01-14 14:15:00 +0000,2017-01-14 14:25:00 +0000
7df107dc-f5c8-4956-a310-9c3f282b6217,aa1b3e64-8379-4e64-8b1f-d9f542058a44,2017-01-16 17:30:00 +0000,2017-01-16 17:50:00 +0000
30bb36c0-0fc7-442c-8012-967742ed7bd4,7f71a7f3-629b-42c2-a903-9460bf6b1891,2017-01-18 11:30:00 +0000,2017-01-18 12:30:00 +0000
897d70d9-9b9b-4d4f-9c9e-1f61e2181523,de383a04-ba82-4441-87be-7bf9b81fe92d,2017-01-25 10:15:00 +0000,2017-01-25 10:35:00 +0000
5f6065b1-1d35-4091-8fdf-6eef2ebff131,a928261d-9e66-48fa-b066-c61fff2dd3e6,2017-01-27 12:00:00 +0000,2017-01-27 15:00:00 +0000
65366952-39e8-4a94-9ca0-86a8534bf59a,4af9418c-ccd5-4c84-b3b2-ead29e3b549c,2017-01-29 11:15:00 +0000,2017-01-29 12:15:00 +0000
2d5d95e2-64a4-4b8d-9ded-74bd78c6959f,0296c403-c298-4ccd-acd6-422cf9d27728,2017-01-29 16:15:00 +0000,2017-01-29 16:35:00 +0000
1d971c15-9ddd-4b38-9740-b800479d9223,88341059-ecaa-44cc-912e-669a4fbbd63e,2017-02-02 12:45:00 +0000,2017-02-02 13:45:00 +0000
